Date,Soil Moisture,Light Intensity,Temperature,Humidity
2023-09-05 06:00:00,665,6,22.368359375,49.93985985991141
2023-09-05 07:00:00,666,51,22.368359375,66.67798825418488
2023-09-05 08:00:00,663,379,22.368359375,52.65194575452716
2023-09-05 09:00:00,664,474,22.368359375,50.02496841085056
2023-09-05 10:00:00,663,536,22.368359375,66.41249389818317
2023-09-05 11:00:00,663,604,22.368359375,49.05171688560124
2023-09-05 12:00:00,663,599,22.368359375,47.75807600532303
2023-09-05 13:00:00,662,611,22.368359375,51.52679589028019
2023-09-05 14:00:00,660,613,22.368359375,46.22862418004931
2023-09-05 15:00:00,661,626,22.368359375,44.69852527532655
2023-09-05 16:00:00,659,558,22.368359375,44.08135224190037
2023-09-05 17:00:00,657,591,22.368359375,42.55013490794107
2023-09-05 18:00:00,654,624,22.368359375,40.72550031162622
2023-09-05 19:00:00,654,561,25.76640625,41.07379690949239
2023-09-05 20:00:00,655,64,22.368359375,41.605045496049335
2023-09-05 21:00:00,653,62,22.368359375,46.63253724176279
2023-09-05 22:00:00,651,81,22.368359375,44.40182483081051
2023-09-05 23:00:00,651,80,22.368359375,45.34299322827202
2023-09-06 00:00:00,650,26,22.368359375,43.012863751881696
2023-09-06 01:00:00,649,26,22.368359375,57.99818669546296
2023-09-06 02:00:00,649,27,22.368359375,45.3936331208769
2023-09-06 03:00:00,648,26,22.368359375,57.83182592478313
2023-09-06 04:00:00,649,26,22.368359375,62.11130257754776
2023-09-06 05:00:00,648,26,22.368359375,48.29359140254297
2023-09-06 06:00:00,645,26,22.368359375,65.29889746602518
2023-09-06 07:00:00,647,67,22.368359375,61.32502281341426
2023-09-06 08:00:00,645,375,22.368359375,50.68672173587101
2023-09-06 09:00:00,646,472,22.368359375,67.8350670554328
2023-09-06 10:00:00,643,543,22.368359375,49.11264080299443
2023-09-06 11:00:00,642,581,22.368359375,62.55428443431819
2023-09-06 12:00:00,641,590,22.368359375,48.40569201958101
2023-09-06 13:00:00,641,621,22.368359375,47.8341640032473
2023-09-06 14:00:00,639,618,22.368359375,46.49286040649066
2023-09-06 15:00:00,637,555,22.368359375,45.87187785310752
2023-09-06 16:00:00,635,612,22.368359375,45.12159959282725
2023-09-06 17:00:00,634,491,22.368359375,43.71153035708732
2023-09-06 18:00:00,632,624,22.368359375,43.00855908203846
2023-09-06 19:00:00,630,563,22.368359375,40.99363732122792
2023-09-06 20:00:00,630,30,22.368359375,41.85887657286195
2023-09-06 21:00:00,629,27,22.368359375,44.02921129144523
2023-09-06 22:00:00,628,29,22.368359375,55.75680602040487
2023-09-06 23:00:00,626,29,22.368359375,45.13074673182739
2023-09-07 00:00:00,627,26,23.2728515625,58.42762965790132
2023-09-07 01:00:00,624,25,22.368359375,50.14508921954776
2023-09-07 02:00:00,622,26,22.368359375,49.05396875753585
2023-09-07 03:00:00,622,26,22.884375,56.99084144768651
2023-09-07 04:00:00,622,26,22.368359375,47.127842164689454
2023-09-07 05:00:00,621,26,22.368359375,62.511148325443045
2023-09-07 06:00:00,621,29,22.368359375,59.67499785664948
2023-09-07 07:00:00,620,63,22.368359375,51.473607614094746
2023-09-07 08:00:00,618,384,22.368359375,65.63902825368423
2023-09-07 09:00:00,618,456,22.368359375,61.53441873098705
2023-09-07 10:00:00,616,491,22.368359375,59.37354883886908
2023-09-07 11:00:00,616,524,22.368359375,49.00828473376242
2023-09-07 12:00:00,613,554,22.368359375,47.278368451093954
2023-09-07 13:00:00,612,587,22.368359375,55.24659986539579
2023-09-07 14:00:00,607,623,22.368359375,57.19021142371575
2023-09-07 15:00:00,608,629,22.368359375,45.92921623115434
2023-09-07 16:00:00,605,620,22.368359375,44.38758688008553
2023-09-07 17:00:00,604,593,22.368359375,43.03243951684392
2023-09-07 18:00:00,598,627,22.368359375,41.71009047001
2023-09-07 19:00:00,596,557,22.368359375,41.56364118297446
2023-09-07 20:00:00,596,77,22.368359375,42.308150799654825
2023-09-07 21:00:00,596,77,22.368359375,43.455238372302425
2023-09-07 22:00:00,596,77,22.368359375,43.40677564805706
2023-09-07 23:00:00,601,80,22.368359375,41.03489095087306
2023-09-08 00:00:00,597,80,22.368359375,41.34340182078216
2023-09-08 01:00:00,596,79,22.368359375,46.96471430220308
2023-09-08 02:00:00,593,26,22.368359375,56.71190557476315
2023-09-08 03:00:00,594,26,22.368359375,43.81560090241285
2023-09-08 04:00:00,594,26,22.368359375,51.73109118784304
2023-09-08 05:00:00,591,26,22.368359375,60.98376723563975
2023-09-08 06:00:00,590,26,22.368359375,49.06032300234624
2023-09-08 07:00:00,589,60,22.368359375,57.606698456947605
2023-09-08 08:00:00,588,383,22.368359375,61.75122741608849
2023-09-08 09:00:00,588,447,22.368359375,48.35651647534424
2023-09-08 10:00:00,584,481,22.368359375,58.83779469221712
2023-09-08 11:00:00,584,513,22.368359375,47.39026712104243
2023-09-08 12:00:00,583,538,22.368359375,51.57051264802968
2023-09-08 13:00:00,582,566,22.368359375,46.05612411877336
2023-09-08 14:00:00,580,587,22.368359375,44.94653375930432
2023-09-08 15:00:00,577,592,22.368359375,45.01951000371727
2023-09-08 16:00:00,575,589,22.368359375,44.28042680505818
2023-09-08 17:00:00,573,579,22.368359375,43.27913505627292
2023-09-08 18:00:00,569,625,22.368359375,42.11436887317967
2023-09-08 19:00:00,565,551,22.368359375,41.384306209274826
2023-09-08 20:00:00,565,54,22.368359375,42.5962824579964
2023-09-08 21:00:00,567,27,22.368359375,40.68990111449484
2023-09-08 22:00:00,568,28,22.368359375,41.03315089387354
2023-09-08 23:00:00,565,28,22.368359375,55.5926012814663
2023-09-09 00:00:00,569,28,22.368359375,44.33006262229301
2023-09-09 01:00:00,562,28,22.368359375,56.34192527688074
2023-09-09 02:00:00,562,28,22.368359375,58.15502061361333
2023-09-09 03:00:00,561,28,22.368359375,46.7065051666748
2023-09-09 04:00:00,560,28,22.368359375,56.226625552780455
2023-09-09 05:00:00,559,28,22.368359375,64.07496916130467
2023-09-09 06:00:00,561,29,22.3427734375,47.21960093043912
2023-09-09 07:00:00,559,46,22.368359375,61.78351123157479
2023-09-09 08:00:00,556,379,22.368359375,62.25901110163656
2023-09-09 09:00:00,559,451,22.368359375,46.59924243478998
2023-09-09 10:00:00,556,430,22.368359375,52.455997068754165
2023-09-09 11:00:00,554,390,22.368359375,62.76713961438476
2023-09-09 12:00:00,554,488,22.368359375,53.09259529275037
2023-09-09 13:00:00,552,599,22.368359375,48.49906501649548
2023-09-09 14:00:00,551,610,22.368359375,47.534197968272046
2023-09-09 15:00:00,549,608,22.368359375,45.51274948184079
2023-09-09 16:00:00,546,604,22.368359375,44.47913274131259
2023-09-09 17:00:00,542,604,22.368359375,42.18174624130216
2023-09-09 18:00:00,542,512,22.368359375,41.00906681903286
2023-09-09 19:00:00,541,515,22.368359375,39.62632219789283
2023-09-09 20:00:00,543,81,22.368359375,40.86907320627184
2023-09-09 21:00:00,538,80,22.368359375,49.47893635880203
2023-09-09 22:00:00,538,80,22.368359375,50.261841556754845
2023-09-09 23:00:00,537,81,22.368359375,45.4005964090011
2023-09-10 00:00:00,534,28,22.368359375,57.48893957866641
2023-09-10 01:00:00,532,27,22.368359375,46.08375581772178
2023-09-10 02:00:00,533,32,22.368359375,54.485002065108944
2023-09-10 03:00:00,529,25,23.8859375,54.53689372881961
2023-09-10 04:00:00,532,26,22.368359375,43.44685705839495
2023-09-10 05:00:00,531,26,22.368359375,57.9818013566244
2023-09-10 06:00:00,531,27,22.368359375,44.85068046163707
2023-09-10 07:00:00,529,51,22.49609375,56.50810941171278
2023-09-10 08:00:00,528,367,22.368359375,61.27492607848794
2023-09-10 09:00:00,528,456,22.368359375,45.59797742467915
2023-09-10 10:00:00,525,537,22.368359375,54.00990249220587
2023-09-10 11:00:00,524,554,22.368359375,57.24964755201903
2023-09-10 12:00:00,524,573,22.368359375,44.96344027525959
2023-09-10 13:00:00,521,597,22.368359375,58.55168528799177
2023-09-10 14:00:00,518,615,22.368359375,43.40246811173771
2023-09-10 15:00:00,516,607,22.368359375,42.07177575824598
2023-09-10 16:00:00,515,619,22.368359375,40.64299915256665
2023-09-10 17:00:00,513,478,22.368359375,39.223660723360986
2023-09-10 18:00:00,511,631,22.368359375,38.49065922014002
2023-09-10 19:00:00,507,538,22.368359375,37.3922003238693
2023-09-10 20:00:00,507,77,22.368359375,45.01524569878626
2023-09-10 21:00:00,507,79,22.368359375,49.62494312019637
2023-09-10 22:00:00,505,25,22.368359375,42.21326231462279
2023-09-10 23:00:00,504,25,22.368359375,48.44515664788038
2023-09-11 00:00:00,504,29,22.368359375,52.064507581103015
2023-09-11 01:00:00,502,29,22.368359375,43.20064831979907
2023-09-11 02:00:00,500,26,22.368359375,53.27807307045009
2023-09-11 03:00:00,498,26,22.368359375,48.03364868377647
2023-09-11 04:00:00,499,26,22.368359375,50.66599503088703
2023-09-11 05:00:00,498,26,22.368359375,47.531320023965854
2023-09-11 06:00:00,496,26,22.368359375,50.3378705557444
2023-09-11 07:00:00,494,104,22.368359375,49.494297629789706
2023-09-11 08:00:00,493,286,22.368359375,51.43457371558601
2023-09-11 09:00:00,491,476,22.368359375,48.61457964064796
2023-09-11 10:00:00,490,524,22.368359375,55.95230868397445
2023-09-11 11:00:00,489,580,22.368359375,43.369376905410085
2023-09-11 12:00:00,489,615,22.368359375,46.69109271735677
2023-09-11 13:00:00,487,601,22.368359375,57.63272514449214
2023-09-11 14:00:00,486,631,22.368359375,44.322817026106186
2023-09-11 15:00:00,484,626,22.368359375,41.68361572939572
2023-09-11 16:00:00,481,475,22.368359375,55.42068143307336
2023-09-11 17:00:00,481,406,22.368359375,41.65902676220455
2023-09-11 18:00:00,478,537,22.368359375,44.32798982563043
2023-09-11 19:00:00,478,278,22.368359375,39.25251809632749
2023-09-11 20:00:00,477,75,22.368359375,53.2459842582592
2023-09-11 21:00:00,476,79,22.368359375,43.50715309569512
2023-09-11 22:00:00,476,25,22.368359375,55.48458888593027
2023-09-11 23:00:00,475,25,22.368359375,47.12265350620522
2023-09-12 00:00:00,474,25,22.368359375,46.433248785864826
2023-09-12 01:00:00,472,25,22.368359375,52.97257384120286
2023-09-12 02:00:00,474,25,22.368359375,55.65397747225848
2023-09-12 03:00:00,472,26,22.368359375,44.230181076868384
2023-09-12 04:00:00,470,25,22.368359375,52.91677345546218
2023-09-12 05:00:00,471,26,21.6630859375,56.802380400648026
2023-09-12 06:00:00,470,26,22.368359375,46.54583832442587
2023-09-12 07:00:00,469,34,22.368359375,55.016208155619054
2023-09-12 08:00:00,464,294,22.368359375,53.77819579464856
2023-09-12 09:00:00,463,476,24.0392578125,52.5728839317996
2023-09-12 10:00:00,461,514,22.368359375,58.794769223521286
2023-09-12 11:00:00,458,548,22.368359375,54.07368890785265
2023-09-12 12:00:00,455,596,22.368359375,51.34974641417335
2023-09-12 13:00:00,451,635,22.368359375,46.7908871508608
2023-09-12 14:00:00,450,662,22.368359375,50.42018340765254
2023-09-12 15:00:00,449,648,22.368359375,53.71924518217143
2023-09-12 16:00:00,445,613,22.368359375,49.03755870802907
2023-09-12 17:00:00,445,617,22.368359375,42.66173625529769
2023-09-12 18:00:00,447,485,22.368359375,40.14435693599346
2023-09-12 19:00:00,446,376,22.368359375,40.66935464722849
2023-09-12 20:00:00,448,77,22.368359375,39.48416448876055
2023-09-12 21:00:00,451,79,22.368359375,40.28439410185907
2023-09-12 22:00:00,452,68,22.368359375,41.66782461737346
2023-09-12 23:00:00,449,24,22.368359375,53.243933450106994
2023-09-13 00:00:00,448,25,22.368359375,41.96875215366232
2023-09-13 01:00:00,446,28,22.368359375,58.608493966362246
2023-09-13 02:00:00,446,25,22.368359375,50.61935445944847
2023-09-13 03:00:00,446,25,22.368359375,48.37256353322887
2023-09-13 04:00:00,444,25,22.3529296875,60.43708785669248
2023-09-13 05:00:00,443,26,22.368359375,46.25790170967954
2023-09-13 06:00:00,444,25,22.368359375,61.210258698587786
2023-09-13 07:00:00,444,30,22.368359375,60.28010378396695
2023-09-13 08:00:00,442,258,22.368359375,60.79847500932538
2023-09-13 09:00:00,440,384,22.368359375,57.524500426152606
2023-09-13 10:00:00,440,475,22.368359375,61.2609656482217
2023-09-13 11:00:00,437,581,22.368359375,57.99170337933034
2023-09-13 12:00:00,437,503,22.368359375,55.49663781753792
2023-09-13 13:00:00,436,585,22.368359375,54.67904350339275
2023-09-13 14:00:00,436,645,22.368359375,54.38205574693356
2023-09-13 15:00:00,437,627,22.368359375,46.00766485745239
2023-09-13 16:00:00,436,611,25.240234375,45.64780538749222
2023-09-13 17:00:00,437,529,22.368359375,60.48069183015969
2023-09-13 18:00:00,434,463,22.368359375,48.24253475344369
2023-09-13 19:00:00,438,145,22.368359375,45.38380675655462
2023-09-13 20:00:00,435,79,22.368359375,43.80939046571356
2023-09-13 21:00:00,436,80,22.368359375,43.58802105737853
2023-09-13 22:00:00,436,0,22.368359375,44.43094508445137
2023-09-13 23:00:00,437,0,22.368359375,46.96549599325913
2023-09-14 00:00:00,433,0,22.368359375,50.69511164336906
2023-09-14 01:00:00,434,0,22.368359375,62.838547111327216
2023-09-14 02:00:00,432,0,22.368359375,62.43744899713639
2023-09-14 03:00:00,432,0,21.566015625,63.021433266796414
2023-09-14 04:00:00,435,0,22.368359375,51.89349468875004
2023-09-14 05:00:00,433,0,22.368359375,62.608641190615245
2023-09-14 06:00:00,434,0,22.368359375,66.61628200023804
2023-09-14 07:00:00,435,0,22.368359375,62.123772755454574
2023-09-14 08:00:00,433,85,22.368359375,63.95796247861714
2023-09-14 09:00:00,429,343,22.368359375,61.26140816494789
2023-09-14 10:00:00,431,291,23.947265625,61.91685628314254
2023-09-14 11:00:00,429,373,22.368359375,61.1110790103961
2023-09-14 12:00:00,428,431,22.368359375,59.86068407835147
2023-09-14 13:00:00,426,665,22.368359375,59.28342214149638
2023-09-14 14:00:00,424,547,22.368359375,57.534681875658094
2023-09-14 15:00:00,424,529,22.368359375,58.20578559560059
2023-09-14 16:00:00,423,548,22.368359375,48.25011717627989
2023-09-14 17:00:00,427,306,22.368359375,45.542714407495055
2023-09-14 18:00:00,424,450,25.6744140625,57.36466502569997
2023-09-14 19:00:00,425,132,24.5298828125,45.16750492608631
2023-09-14 20:00:00,428,5,21.9953125,44.9217925890247
2023-09-14 21:00:00,429,32,22.368359375,44.74694733165291
2023-09-14 22:00:00,425,31,22.066796875,47.73398965129724
2023-09-14 23:00:00,424,28,22.368359375,54.7229306215708
2023-09-15 00:00:00,425,25,21.4638671875,47.20422070766841
2023-09-15 01:00:00,421,25,22.368359375,55.26282253926137
2023-09-15 02:00:00,421,25,22.368359375,52.69914895537179
2023-09-15 03:00:00,423,25,22.368359375,47.05062294351175
2023-09-15 04:00:00,422,25,22.368359375,58.18241263639086
2023-09-15 05:00:00,421,25,22.368359375,54.24682782921078
2023-09-15 06:00:00,421,25,22.368359375,46.08986981682971
2023-09-15 07:00:00,420,29,22.368359375,51.78768884018984
2023-09-15 08:00:00,418,133,22.368359375,51.58728949386504
2023-09-15 09:00:00,418,446,22.368359375,53.45611547936842
2023-09-15 10:00:00,417,561,22.368359375,53.94548539955368
2023-09-15 11:00:00,420,523,22.368359375,46.88681722568966
2023-09-15 12:00:00,420,625,22.368359375,48.77025393788091
2023-09-15 13:00:00,618,383,22.368359375,47.69049087447179
2023-09-15 14:00:00,687,198,22.368359375,47.70286901445119
2023-09-15 15:00:00,707,672,22.368359375,47.97968808570297
2023-09-15 16:00:00,721,586,22.368359375,48.96726438562893
2023-09-15 17:00:00,724,582,22.368359375,43.016009404380576
2023-09-15 18:00:00,725,639,22.368359375,41.163123963781146
2023-09-15 19:00:00,729,512,22.368359375,39.85966982623964
2023-09-15 20:00:00,731,29,22.368359375,41.44553066886787
2023-09-15 21:00:00,731,5,22.368359375,47.2770670440416
2023-09-15 22:00:00,731,0,22.368359375,46.67193730510376
2023-09-15 23:00:00,731,0,22.368359375,48.90328048035569
2023-09-16 00:00:00,731,0,22.368359375,48.19030681440449
2023-09-16 01:00:00,734,0,22.368359375,46.52765290944144
2023-09-16 02:00:00,733,0,22.368359375,49.58498288902893
2023-09-16 03:00:00,735,0,22.368359375,47.22394754386414
2023-09-16 04:00:00,734,0,22.368359375,50.62174447920898
2023-09-16 05:00:00,736,0,22.368359375,46.589989295119935
2023-09-16 06:00:00,733,0,22.368359375,51.20810987435914
2023-09-16 07:00:00,734,10,22.368359375,47.11090098725091
2023-09-16 08:00:00,733,295,22.368359375,57.80859370785779
2023-09-16 09:00:00,735,472,22.368359375,52.16054526252775
2023-09-16 10:00:00,734,516,22.368359375,50.41262845939062
2023-09-16 11:00:00,735,540,22.368359375,48.22466231078614
2023-09-16 12:00:00,733,634,22.368359375,61.95129575026655
2023-09-16 13:00:00,735,612,22.368359375,45.74894744392536
2023-09-16 14:00:00,734,486,22.368359375,44.47445304130965
2023-09-16 15:00:00,733,136,22.368359375,50.115504551864966
2023-09-16 16:00:00,735,554,23.4005859375,48.35833155543112
2023-09-16 17:00:00,733,548,23.1859375,42.2627667948389
2023-09-16 18:00:00,735,298,22.368359375,43.11075952698212
2023-09-16 19:00:00,734,267,22.368359375,49.60518042903768
2023-09-16 20:00:00,733,38,22.368359375,48.774144029688806
2023-09-16 21:00:00,733,38,22.368359375,62.06830164836093
2023-09-16 22:00:00,732,39,22.368359375,50.1999051499438
2023-09-16 23:00:00,733,36,22.368359375,48.16770816530694
2023-09-17 00:00:00,732,1,22.368359375,51.17188533755508
2023-09-17 01:00:00,733,0,21.41796875,52.20406684313959
2023-09-17 02:00:00,732,0,22.368359375,54.09891866263964
2023-09-17 03:00:00,733,0,22.368359375,63.61821523084535
2023-09-17 04:00:00,730,0,22.368359375,54.09754598289452
2023-09-17 05:00:00,731,0,22.368359375,61.40226072307293
2023-09-17 06:00:00,730,0,22.368359375,63.99540769655351
2023-09-17 07:00:00,730,13,22.368359375,51.31911087519365
2023-09-17 08:00:00,731,366,22.368359375,64.40627645571115
2023-09-17 09:00:00,729,457,22.368359375,65.41717844712892
2023-09-17 10:00:00,729,506,22.368359375,61.56609742423974
2023-09-17 11:00:00,730,568,22.368359375,59.8769088760301
2023-09-17 12:00:00,728,616,22.368359375,51.16564249292984
2023-09-17 13:00:00,728,648,22.368359375,45.74012715539137
2023-09-17 14:00:00,728,656,22.368359375,44.660140490693394
2023-09-17 15:00:00,728,648,22.368359375,51.650840687612245
2023-09-17 16:00:00,726,640,22.368359375,49.91491835848982
2023-09-17 17:00:00,725,560,22.368359375,41.76066760215854
2023-09-17 18:00:00,726,623,22.368359375,41.847614084483865
2023-09-17 19:00:00,723,390,22.368359375,41.77366287994752
2023-09-17 20:00:00,722,60,22.368359375,54.81266449781437
2023-09-17 21:00:00,724,60,22.368359375,46.051112319037934
2023-09-17 22:00:00,724,0,22.368359375,46.69331799931124
2023-09-17 23:00:00,723,0,22.368359375,56.55690717740166
2023-09-18 00:00:00,723,39,22.368359375,45.95970546458648
2023-09-18 01:00:00,722,37,22.368359375,58.14853066359643
2023-09-18 02:00:00,720,37,22.368359375,60.63656233000763
2023-09-18 03:00:00,722,37,22.368359375,50.81836579651214
2023-09-18 04:00:00,719,37,22.368359375,57.611550712367546
2023-09-18 05:00:00,719,37,22.368359375,60.346111439431176
2023-09-18 06:00:00,720,37,22.368359375,53.0770407571702
2023-09-18 07:00:00,720,48,22.368359375,58.6551529787361
2023-09-18 08:00:00,718,367,22.368359375,55.418618560416895
2023-09-18 09:00:00,718,445,22.368359375,54.71843236375703
2023-09-18 10:00:00,716,494,22.368359375,56.03419221948104
2023-09-18 11:00:00,715,536,22.368359375,50.59762716270807
2023-09-18 12:00:00,715,587,22.368359375,58.62535734691577
2023-09-18 13:00:00,713,633,22.368359375,53.761114605892864
2023-09-18 14:00:00,712,611,22.368359375,52.11785649478185
2023-09-18 15:00:00,712,594,22.368359375,54.5359405763138
2023-09-18 16:00:00,714,589,22.368359375,43.15539948655974
